cmor_var;input_vars;calculation;units;dimensions;axes;frequency;realm;cell_methods;positive;cmor_table;version;vtype;size;nsteps;fpattern;long_name;standard_name
sifllatstop;sifllatstop;;W m-2;time nj ni;longitude latitude time;mon;seaIce;area: time: mean;up;MIP_SImon;CM2;float32;432000;1200;iceh_m.;latent heat flux over sea ice;surface_upward_latent_heat_flux
sifllwdtop;sifllwdtop;;W m-2;time nj ni;longitude latitude time;mon;seaIce;area: time: mean;down;MIP_SImon;CM2;float32;432000;1200;iceh_m.;down longwave flux over sea ice;surface_downwelling_longwave_flux_in_air
sifllwutop;sifllwutop;;W m-2;time nj ni;longitude latitude time;mon;seaIce;area: time: mean;up;MIP_SImon;CM2;float32;432000;1200;iceh_m.;upward longwave flux over sea ice;surface_upwelling_longwave_flux_in_air
siflsensupbot;siflsensupbot;;W m-2;time nj ni;longitude latitude time;mon;seaIce;area: time: mean;up;MIP_SImon;CM2;float32;432000;1200;iceh_m.;sensible heat flux at bottom of sea ice;upward_sea_ice_basal_heat_flux
siflswdbot;siflswdbot;;W m-2;time nj ni;longitude latitude time;mon;seaIce;area: time: mean;down;MIP_SImon;CM2;float32;432000;1200;iceh_m.;down shortwave flux at bottom of ice;downwelling_shortwave_flux_in_sea_water_at_sea_ice_base
siflswdtop;fld_s01i501 fld_s00i031;var[0]/var[1];W m-2;time lat lon;longitude latitude time;mon;seaIce;area: time: mean;down;MIP_SImon;CM2;float32;110592;12;cw323a.pm;down shortwave flux over sea ice;surface_downwelling_shortwave_flux_in_air
siflswutop;fld_s01i503 fld_s00i031;var[0]/var[1];W m-2;time lat lon;longitude latitude time;mon;seaIce;area: time: mean;up;MIP_SImon;CM2;float32;110592;12;cw323a.pm;upward shortwave flux over sea ice;surface_upwelling_shortwave_flux_in_air
siflsenstop;fld_s03i533 fld_s00i031;var[0]/var[1];W m-2;time lat lon;longitude latitude time;mon;seaIce;area: time: mean;up;MIP_SImon;CM2;float32;110592;12;cw323a.pm;sensible heat flux over sea ice;surface_upward_sensible_heat_flux
siflswdtop;siflswdtop;;W m-2;time nj ni;longitude latitude time;mon;seaIce;area: time: mean;down;MIP_SImon;CM2;float32;432000;1200;iceh_m.;down shortwave flux over sea ice;surface_downwelling_shortwave_flux_in_air
siflswutop;siflswutop;;W m-2;time nj ni;longitude latitude time;mon;seaIce;area: time: mean;up;MIP_SImon;CM2;float32;432000;1200;iceh_m.;upward shortwave flux over sea ice;surface_upwelling_shortwave_flux_in_air
siflsenstop;siflsenstop;;W m-2;time nj ni;longitude latitude time;mon;seaIce;area: time: mean;up;MIP_SImon;CM2;float32;432000;1200;iceh_m.;sensible heat flux over sea ice;surface_upward_sensible_heat_flux
siflfwbot;siflfwbot;;W m-2;time nj ni;longitude latitude time;mon;seaIce;area: time: mean;;MIP_SImon;CM2;float32;432000;1200;iceh_m.;fresh water flux from sea ice;water_flux_into_sea_water_due_to_sea_ice_thermodynamics
sfdsi;siflsaltbot;;kg m-2 s-1;time nj ni;longitude latitude time;mon;seaIce;area: time: mean;down;MIP_SImon;CM2;float32;432000;1200;iceh_m.;salt flux from sea ice;downward_sea_ice_basal_salt_flux
siforcetiltx;siforcetiltx;;N m-2;time nj ni;longitude latitude time;mon;seaIce;area: time: mean;;MIP_SImon;CM2;float32;432000;1200;iceh_m.;x component of sea surface tilt force;sea_ice_x_force_per_unit_area_due_to_sea_surface_tilt
siforcetilty;siforcetilty;;N m-2;time nj ni;longitude latitude time;mon;seaIce;area: time: mean;;MIP_SImon;CM2;float32;432000;1200;iceh_m.;y component of sea surface tilt force;sea_ice_y_force_per_unit_area_due_to_sea_surface_tilt
sihc;sihc;;J m-2;time nj ni;longitude latitude time;mon;seaIce;area: time: mean;;MIP_SImon;CM2;float32;432000;1200;iceh_m.;sea ice heat content;sea_ice_temperature_expressed_as_heat_content
sipr;sipr;;kg m-2 s-1;time nj ni;longitude latitude time;mon;seaIce;area: time: mean;;MIP_SImon;CM2;float32;432000;1200;iceh_m.;rainfall over sea ice;rainfall_flux
sisaltmass;sisaltmass;;kg m-2;time nj ni;longitude latitude time;mon;seaIce;area: time: mean;;MIP_SImon;CM2;float32;432000;1200;iceh_m.;mass of salt in sea ice (for ocean fluxes);sea_ice_mass_content_of_salt
sisnconc;sisnconc;;%;time nj ni;longitude latitude time;mon;seaIce;area: time: mean;;MIP_SImon;CM2;float32;432000;1200;iceh_m.;snow area fraction;surface_snow_area_fraction
siu;siu;;m s-1;time nj ni;longitude latitude time;day;seaIce;area: time: mean;;MIP_SIday;CM2;float32;432000;37200;iceh_d.;ice x velocity component;sea_ice_x_velocity
siv;siv;;m s-1;time nj ni;longitude latitude time;day;seaIce;area: time: mean;;MIP_SIday;CM2;float32;432000;37200;iceh_d.;ice y velocity component;sea_ice_y_velocity
sisnhc;sisnhc;maskSeaIce(var[0],var[1]);J m-2;time nj ni;longitude latitude time;mon;seaIce;area: time: mean;;MIP_SImon;CM2;float32;432000;1200;iceh_m.;snow heat content;thermal_energy_content_of_surface_snow
sisnthick;sisnthick;;m;time nj ni;longitude latitude time;day;seaIce;area: time: mean;;MIP_SIday;CM2;float32;432000;37200;iceh_d.;sea ice snow thickness;surface_snow_thickness
sispeed;sispeed;;m s-1;time nj ni;longitude latitude time;day;seaIce;area: time: mean;;MIP_SIday;CM2;float32;432000;37200;iceh_d.;ice speed;sea_ice_speed
sistrxdtop;sistrxdtop;;N m-2;time nj ni;longitude latitude time;mon;seaIce;area: time: mean;down;MIP_SImon;CM2;float32;432000;1200;iceh_m.;x component of atmospheric stress on sea ice;surface_downward_x_stress
sistrxubot;sistrxubot;;N m-2;time nj ni;longitude latitude time;mon;seaIce;area: time: mean;up;MIP_SImon;CM2;float32;432000;1200;iceh_m.;x component of ocean stress on sea ice;upward_x_stress_at_sea_ice_base
sistrydtop;sistrydtop;;N m-2;time nj ni;longitude latitude time;mon;seaIce;area: time: mean;down;MIP_SImon;CM2;float32;432000;1200;iceh_m.;y component of atmospheric stress on sea ice;surface_downward_y_stress
sistryubot;sistryubot;;N m-2;time nj ni;longitude latitude time;mon;seaIce;area: time: mean;up;MIP_SImon;CM2;float32;432000;1200;iceh_m.;y component of ocean stress on sea ice;upward_y_stress_at_sea_ice_base
sitempbot;sitempbot;;K;time nj ni;longitude latitude time;mon;seaIce;area: time: mean;;MIP_SImon;CM2;float32;432000;1200;iceh_m.;sea ice bottom temperature;sea_ice_basal_temperature
sitempsnic;sitempsnic;K_degC(var[0],inverse=True);K;time nj ni;longitude latitude time;mon;seaIce;area: time: mean;;MIP_SImon;CM2;float32;432000;1200;iceh_m.;snow ice interface temperature;sea_ice_surface_temperatureCMIP6_SImon;CM2
sitemptop;sitemptop;K_degC(var[0],inverse=True);K;time nj ni;longitude latitude time;day;seaIce;area: time: mean;;MIP_SIday;CM2;float32;432000;37200;iceh_d.;sea ice surface temperature;sea_ice_surface_temperature
sndmassmelt;sndmassmelt;var[0]*-1/1800;kg m-2 s-1;time nj ni;longitude latitude time;mon;seaIce;area: time: mean;;MIP_SImon;CM2;float32;432000;1200;iceh_m.;snow mass change from melt;surface_snow_melt_flux
sndmasssnf;sndmasssnf;var[0]/1800;kg m-2 s-1;time nj ni;longitude latitude time;mon;seaIce;area: time: mean;;MIP_SImon;CM2;float32;432000;1200;iceh_m.;snow mass change from snow fall;snowfall_flux
sithick;sithick;;m;time nj ni;longitude latitude time;day;seaIce;area: time: mean;;MIP_SIday;CM2;float32;432000;37200;iceh_d.;sea ice thickness;sea_ice_thickness
siv;vvel;;m s-1;time nj ni;longitude latitude time;mon;seaIce;area: time: mean;;MIP_SImon;CM2;float32;432000;1200;iceh_m.;ice velocity (y);sea_ice_y_velocity
siu;uvel;;m s-1;time nj ni;longitude latitude time;mon;seaIce;area: time: mean;;MIP_SImon;CM2;float32;432000;1200;iceh_m.;ice velocity (x);sea_ice_x_velocity
sivoln;hi tarea;calc_hemi_seaice(var[0],var[1],'north');m3;time nj ni;time;mon;seaIce;area: time: mean;;MIP_SImon;CM2;float32;432000;1200;iceh_m.;grid cell mean ice thickness;sea_ice_volume
sivols;hi tarea;calc_hemi_seaice_area_vol(var[0],var[1],'south');m3;time nj ni;time;mon;seaIce;area: time: mean;;MIP_SImon;CM2;float32;432000;1200;iceh_m.;grid cell mean ice thickness;sea_ice_volume
siarean;aice tarea;calc_hemi_seaice(var[0],var[1],'north');m2;time nj ni;time;mon;seaIce;area: time: mean;;MIP_SImon;CM2;float32;432000;1200;iceh_m.;ice area  (aggregate);sea_ice_area
siareas;aice tarea;calc_hemi_seaice(var[0],var[1],'south');m2;time nj ni;time;mon;seaIce;area: time: mean;;MIP_SImon;CM2;float32;432000;1200;iceh_m.;ice area  (aggregate);sea_ice_area
siextentn;aice tarea;calc_hemi_seaice(var[0],var[1],'north',extent=True);m2;time nj ni;time;mon;seaIce;area: time: mean;;MIP_SImon;CM2;float32;432000;1200;iceh_m.;ice area  (aggregate);sea_ice_extent
siextents;aice tarea;calc_hemi_seaice(var[0],var[1],'south',extent=True);m2;time nj ni;time;mon;seaIce;area: time: mean;;MIP_SImon;CM2;float32;432000;1200;iceh_m.;ice area  (aggregate);sea_ice_extent
